,FI,FI_EJ,AN,CLIN_STAFF,ADMIN,NURSES,NONCLI,OTHERCLI,INPATIENT
3891,590797353,590051801,2016,161.16,111.89,324.99,129.49,317.03000000000003,222927.0
3892,590801106,590782421,2016,242.87,257.9,668.0799999999999,457.4,628.41,271161.0
3893,590804696,590781902,2016,207.12,212.87,471.61,293.95000000000005,598.24,330238.0
3894,590811279,590780193,2016,375.93,186.86,838.11,210.36,826.9700000000001,450717.0
3895,590813176,590005278,2016,14.89,14.42,29.63,5.0,29.590000000000003,5335.0
3896,590813382,590000386,2016,33.17,15.76,51.21,11.55,48.72,9561.0
3897,590813507,590000485,2016,35.620000000000005,24.81,53.86,13.92,79.74,8806.0
3898,590815056,590005492,2016,21.88,22.62,56.64,11.44,27.65,14503.0
3899,590816310,590000048,2016,46.88,27.03,83.31,16.990000000000002,73.76,31131.0
3900,590817458,590053955,2016,45.27,10.2,50.8,6.0,23.5,12874.0
3902,600000053,600101984,2016,85.24000000000001,73.99,206.46,73.44,367.57,114899.0
3903,600000186,600100648,2016,45.85,48.3,74.7,46.2,128.95,76703.0
3904,600000194,600100713,2016,232.65,249.21,497.66,427.41,562.28,256737.0
3906,600000467,600101984,2016,186.11,172.79,421.25,260.75,439.52,259424.0
3907,600100168,600106629,2016,26.23,15.0,37.24,6.59,40.84,52730.0
3909,600100754,600000228,2016,91.12,48.88,162.9,24.75,188.93,56910.0
3910,600110175,600001234,2016,22.92,26.6,53.2,8.8,25.7,11989.0
3911,600113476,600100721,2016,220.56,208.3,470.6,310.95,575.4,306668.0
3912,610000044,610780074,2016,30.25,60.6,127.17,90.61,172.27,59162.0
3913,610000051,610780082,2016,155.32,151.45,308.99,221.23,377.96,228285.0
3914,610000069,610780090,2016,79.8,83.35,223.73,92.76,244.95,138144.0
3915,610000077,610780124,2016,14.82,30.48,51.46,58.95,66.16,6583.0
3916,610000119,610780165,2016,92.33,100.98,248.85,122.37,263.26,113487.0
3918,610780116,610790594,2016,15.9,31.54,65.81,70.17,110.8,30426.0
3920,620000026,620003814,2016,58.58,147.76,254.02,151.95999999999998,353.18,113070.0
3921,620000034,620100057,2016,202.59,253.03,632.7700000000001,374.18,593.24,288175.0
3922,620000224,620100651,2016,163.43,172.49,452.13,254.22,480.49,258078.0
3923,620000240,620100677,2016,39.56999999999999,56.43,195.87,93.85,191.84,9552.0
3924,620000257,620100685,2016,338.98,269.99,858.3399999999999,380.05,880.64,530482.0
3926,620000349,620101360,2016,114.51,141.95,342.58,181.82,412.34,217793.0
3927,620000653,620103440,2016,238.31,230.18,671.6800000000001,383.42,627.03,348356.0
3928,620003202,620103432,2016,85.16,115.02,300.24,167.21,264.6,97605.0
3929,620003350,620001834,2016,76.67999999999999,55.41,108.3,44.97,206.65,71082.0
3930,620003376,620001834,2016,62.94,82.05,191.95,45.85,172.55,104270.0
3931,620006049,620000331,2016,35.05,34.51,64.5,5.4,46.87,12766.0
3932,620025346,620001834,2016,66.59,63.96,149.09,40.120000000000005,185.13,91554.0
3933,620100099,620014779,2016,123.2,28.83,132.29,24.93,144.13,30353.0
3934,620100487,620000125,2016,29.57,27.4,48.400000000000006,5.5,51.400000000000006,5409.0
3935,620100735,620000265,2016,78.77,37.48,94.52,16.43,138.42000000000002,28532.0
3936,620100750,620000273,2016,27.39,17.08,42.37,7.2,42.41,9226.0
3937,620101311,620027763,2016,63.370000000000005,16.46,68.33,12.23,73.07,13443.0
3938,620101501,620000364,2016,86.0,57.22,175.05,22.11,141.42000000000002,53543.0
3940,620106088,620000976,2016,36.98,5.08,24.94,4.16,34.77,5399.0
3941,620118513,620002915,2016,82.00999999999999,40.69,130.8,30.89,151.45999999999998,22875.0
3942,630000404,630780989,2016,510.17,464.15,1062.93,981.52,991.54,356849.0
3943,630000412,630780997,2016,15.62,15.25,83.92,28.25,106.97,47346.0
3944,630000420,630781003,2016,45.03,44.17,104.08,46.84,145.65,96628.0
3945,630000438,630781011,2016,55.6,51.5,159.5,90.1,199.45,28117.0
3946,630000446,630781029,2016,60.28,39.83,178.36,55.870000000000005,312.91,47037.0
3947,630000479,630781110,2016,110.23,105.26,143.46,170.9,106.85,54395.0
3948,630780211,630000107,2016,112.99,46.55,150.86,20.21,75.35000000000001,54244.0
3949,630781268,630780989,2016,303.49,148.68,590.78,253.96,607.24,358614.0
3951,630781839,630000826,2016,88.75,40.9,137.52,24.53,224.02,31585.0
3953,640000162,640780417,2016,264.7,236.35,683.1899999999999,440.38,757.5,331913.0
3954,640000402,640780813,2016,51.68,56.58,108.92,78.66,146.42,46288.0
3955,640000410,640780821,2016,42.5,50.4,124.06,70.22,166.54,46069.0
3956,640000600,640781290,2016,274.3,281.13,732.58,387.29,802.39,353885.0
3958,640017646,640017638,2016,34.64,28.21,63.73,25.24,67.92,49458.0
3960,640780490,640000212,2016,57.44,30.83,81.75999999999999,9.9,81.92,29029.0
3961,640780748,640000360,2016,62.760000000000005,31.78,70.81,20.16,57.72,31848.0
3963,640780938,640000451,2016,59.400000000000006,29.2,111.72,15.68,109.23,30253.0
3964,640780946,640000469,2016,73.32,30.6,113.6,13.760000000000002,113.99,17995.0
3965,640781225,640000568,2016,37.73,18.38,59.28,6.36,54.81999999999999,4628.0
3966,650000045,650780158,2016,58.49,56.57,145.51000000000002,109.13,149.04,100720.0
3967,650000417,650783160,2016,169.2,187.58,384.88,239.64,381.66,280920.0
3968,650002579,650000243,2016,42.54,19.42,76.14999999999999,10.46,74.96,11473.0
3969,650780679,650000243,2016,53.13,34.69,89.92999999999999,10.2,111.86,24356.0
3970,650784218,650780174,2016,43.71999999999999,74.35,110.09,166.03,126.51,40884.0
3971,660000084,660780180,2016,338.23,315.08,825.4,482.87,918.66,119336.0
3972,660006305,660006297,2016,54.63,31.11,100.29,5.85,65.36,19118.0
3973,660780628,660000282,2016,29.19,11.0,29.86,5.86,20.86,14578.0
3974,660780669,660000324,2016,23.52,10.26,26.68,9.0,64.95,5788.0
3975,660780776,660000399,2016,19.36,14.0,32.8,3.0,30.29,11811.0
3976,660780784,660000407,2016,121.65,61.71,204.85,34.67,207.49,58270.0
3977,660790387,660790379,2016,102.0,54.2,185.8,53.0,123.6,57409.0
3981,670000157,670780337,2016,223.73,182.04,562.3100000000001,267.45,482.2000000000001,196377.0
3982,670000165,670780345,2016,117.66,81.53,251.78000000000003,139.51,268.28,125714.0
3983,670000215,680000643,2016,13.04,20.37,69.4,25.01,178.38,4035.0
3986,670000397,670017755,2016,90.05,91.13,219.63,137.88,224.54,90040.0
3991,670780113,670780055,2016,46.38,22.14,39.400000000000006,6.0,153.56,82325.0
3992,670780170,670000116,2016,84.78999999999999,37.07,139.59,21.15,137.24,25939.0
3993,670780188,670014604,2016,66.99000000000001,71.34,125.6,18.71,95.28,28119.0
3994,670780212,670014604,2016,89.26,51.68,270.93,31.53,192.6,77757.0
3995,670780378,670000785,2016,45.2,31.32,94.49,31.82,59.95,16041.0
3996,670780386,670000199,2016,46.42,17.64,57.77,7.15,43.34,10326.0
3997,670783273,670780055,2016,593.66,311.12,1240.31,591.74,988.89,460261.0
3998,670798636,670014604,2016,26.4,19.18,37.41,4.5,20.130000000000003,37874.0
3999,680000320,680000643,2016,125.48,42.51,177.16000000000005,16.33,159.4,37883.0
4000,680000494,680000643,2016,94.24,120.96,189.48,79.9,126.7,23405.0
4001,680000544,680000395,2016,34.57,51.91,117.91,77.82,136.91,46321.0
4002,680000577,680000411,2016,17.990000000000002,24.24,52.2,34.37,91.79,22284.0
4003,680000601,680020336,2016,17.65,23.65,83.88,40.45,100.01,57855.0
4005,680000684,680000973,2016,357.38,354.16,996.5,665.54,823.9,395405.0
4006,680000700,680001005,2016,27.36,27.46,63.8,27.020000000000003,65.68,42824.0
4007,680001195,680000643,2016,86.55,88.19,176.78,51.28,148.01,125831.0
4009,680004546,680020336,2016,374.55,283.67,830.1800000000001,504.75,713.73,390716.0
4011,690000013,690780036,2016,47.45,44.01,93.84,55.83,142.07,63515.0
4012,690000021,690780044,2016,19.14,18.52,25.82,13.28,89.06,3001.0
4013,690000245,690780432,2016,31.54,32.74,59.45,18.22,164.45000000000002,3761.0
4014,690000427,750721334,2016,33.050000000000004,53.68,68.76,51.77,160.5,2471.0
4015,690000575,690782222,2016,235.53,199.15,500.56,213.51,398.73,325292.0
4017,690000880,690783220,2016,181.63,281.54,351.02,365.24,204.02,240498.0
4018,690007539,690781810,2016,383.33,257.17,680.38,497.0100000000001,675.5799999999999,424416.0
4019,690019849,690781810,2016,12.41,6.07,42.8,8.780000000000001,36.09,7781.0
4020,690022959,690000732,2016,78.05,23.2,67.3,19.0,104.2,12788.0
4021,690023239,690000146,2016,112.55,30.08,87.67,27.42,65.08,18067.0
4022,690023411,690000252,2016,145.0,89.09,225.75,40.43,170.84,77241.0
4023,690780093,750821092,2016,113.96,139.1,209.41,129.94,187.12,149031.0
4024,690780259,690030457,2016,44.33,16.77,23.57,5.38,24.68,8101.0
4025,690780358,690000195,2016,122.31,43.48,124.71,27.11,116.32,24856.0
4026,690780366,690000203,2016,74.53,20.0,70.67,21.3,47.8,17418.0
4028,690780390,690000229,2016,92.48,32.75,79.97,21.02,71.66,32827.0
4029,690780416,690031190,2016,71.78999999999999,62.54,131.98,20.85,160.91,41298.0
4030,690780648,690036900,2016,120.09,55.3,188.87,50.86,125.38,50879.0
4031,690780655,690000377,2016,41.37,26.1,76.59,9.4,57.5,42651.0
4032,690780663,690000385,2016,48.830000000000005,30.45,69.41,23.6,54.31,16175.0
4036,690783154,690781810,2016,522.75,483.59,1122.09,922.98,932.87,511959.0
4037,690784137,690781810,2016,524.1700000000001,462.76,1139.52,997.14,969.21,564822.0
4038,690784152,690781810,2016,386.44,303.86,814.6400000000001,603.0,766.76,460766.0
4039,690784178,690781810,2016,157.95,137.68,356.07,243.96,331.18,98194.0
4040,690784186,690781810,2016,199.35,210.47,475.86,433.21,373.74,139597.0
4041,690784194,690781810,2016,33.74,31.55,110.91,75.12,200.88,9854.0
4043,690793468,690002068,2016,139.74,50.17,194.58,21.97,90.19,24916.0
4044,690805361,690805353,2016,123.97,166.35,318.80999999999995,124.29000000000002,240.77,265244.0
4045,690807367,690003447,2016,68.28999999999999,25.33,75.42999999999999,6.4,70.01,31941.0
4047,700000011,700780026,2016,24.0,24.42,55.88,26.7,76.83,40717.0
4048,700000029,700004591,2016,153.29,136.81,319.48,215.42,363.19,219977.0
4050,700780208,700004591,2016,11.85,12.13,42.24,13.11,65.59,23339.0
4051,710006859,710000118,2016,55.1,25.5,80.57000000000001,13.03,75.54,16195.0
4052,710010067,710780644,2016,58.13,91.57,203.81,122.38,197.82,99863.0
4053,710010786,710781451,2016,30.8,44.91,72.61999999999999,40.71,73.33,26818.0
4054,710780917,710000274,2016,77.99,48.82,126.35,5.0,90.44,34101.0
4055,710781410,710000373,2016,17.59,13.5,26.31,3.64,28.130000000000003,4494.0
4056,710781824,710000464,2016,39.31,31.72,63.12,15.16,91.24,5542.0
4057,710978263,710780958,2016,205.41,237.3,599.25,243.89,600.92,300137.0
4058,710978289,710780263,2016,192.23,214.86,641.78,242.22000000000003,617.12,190193.0
4061,720000033,720000025,2016,421.68000000000006,473.21,1042.95,684.15,1103.07,844437.0
4062,720000124,720000066,2016,12.47,30.25,41.24,38.86,75.21,31765.0
4063,720000199,720000595,2016,59.71,35.2,133.79,50.06,123.87,22190.0
4064,720000231,720000637,2016,19.48,15.37,32.95,6.68,52.48,4637.0
4065,720000249,720000645,2016,15.15,8.5,30.47,7.4,31.08,20712.0
4066,720000470,610780082,2016,18.14,14.22,59.04,25.91,99.6,26116.0
4067,720000520,720000140,2016,11.8,29.74,33.95,57.46,92.67,28511.0
4068,720001437,720006022,2016,26.83,39.13,75.18,55.85,72.33999999999999,52062.0
4069,720016179,720016724,2016,72.61,107.12,156.79000000000002,125.25,227.01,102317.0
4070,720017748,720000561,2016,103.74,78.03,229.92,41.02,138.51,60947.0
4071,730000031,730000015,2016,397.37,380.52,905.2,578.49,744.29,125389.0
4072,730000080,730780103,2016,43.88,57.49,105.14,46.72,154.29,53974.0
4073,730000098,730000015,2016,41.0,57.26,103.31,84.62,148.47,19411.0
4074,730000247,730780525,2016,24.16,32.83,66.71000000000001,42.120000000000005,68.09,52341.0
4075,730000262,730002839,2016,65.0,81.67,157.52,73.52,203.66,78263.0
4076,730004298,730010048,2016,117.3,53.28,161.78,36.06,138.17,58608.0
4078,730783644,730000015,2016,13.4,5.76,29.29,1.42,57.63999999999999,2761.0
4079,740000237,740781133,2016,377.25,395.46,795.86,453.52,821.62,368236.0
4081,740000302,740781133,2016,69.26,92.88,170.23,137.41,230.14,93695.0
4082,740000328,740790381,2016,143.31,179.4,407.7,278.32,408.79,265980.0
4083,740014345,740000617,2016,114.8,56.68,106.86,49.36,107.83,60897.0
4084,740780192,740780168,2016,6.17,10.87,28.29,18.31,30.37,4481.0
4085,740780416,740000112,2016,77.0,38.68,88.26,11.68,54.64,15592.0
4087,740781141,740790258,2016,189.0,180.55,406.97,289.6,408.68,443312.0
4088,740781224,740001839,2016,117.77,96.63,229.57,127.82,286.27,114555.0
4089,750000481,750110025,2016,118.65,149.34,106.48,121.07,143.3,319015.0
4090,750000499,750140014,2016,306.33,299.52,740.15,395.56,625.61,84473.0
4091,750000523,750150120,2016,387.96,341.41,583.78,263.08,575.47,439834.0
4092,750000549,750150229,2016,208.91,237.49,219.48,111.16,205.41,522468.0
4093,750041543,750712184,2016,54.14,58.94,97.47,67.94,241.18,4050.0
4094,750100042,750712184,2016,542.77,464.48,985.51,518.44,1201.43,484348.0
4095,750100075,750712184,2016,517.0600000000001,484.18,994.75,673.3199999999999,826.76,506878.0
4096,750100083,750712184,2016,66.25,51.69,134.01999999999998,64.35999999999999,286.63,40859.0
4097,750100091,750712184,2016,474.0,491.99,923.06,592.76,989.13,457897.0
4098,750100109,750712184,2016,336.74,215.69,622.28,332.83,684.62,369904.0
4101,750100208,750712184,2016,705.01,643.49,1282.1,668.55,1278.41,441626.0
4102,750100232,750712184,2016,600.48,534.23,1176.37,614.14,1217.06,399601.0
4103,750100273,750712184,2016,395.04,304.05,733.04,457.83,847.5,373345.0
4104,750100299,750712184,2016,47.02,65.36,144.51,96.95,435.41,7287.0
4105,750150013,750811887,2016,34.82,44.66,37.51,6.83,101.0,59499.0
4106,750150104,750720476,2016,218.17,205.95,433.96,168.56,217.17,39924.0
4107,750150146,750720609,2016,19.72,26.4,27.12,8.75,67.14,5188.0
4108,750150187,750000143,2016,13.49,18.49,55.72,6.26,71.78,1195.0
4109,750150237,750006728,2016,114.05,105.96,192.62,74.11,156.96,126612.0
4110,750150260,750006728,2016,63.42,73.87,101.06,12.82,147.28,125407.0
4112,750150344,750720468,2016,15.28,28.87,67.38,29.26,99.49,479.0
4113,750160012,750813321,2016,147.39,182.95,287.1,334.89000000000004,165.77,282214.0
4114,750300071,750000598,2016,145.10000000000002,43.09,94.29,11.93,76.89999999999999,24644.0
4115,750300089,750000606,2016,33.73,17.73,36.79,8.43,22.41,6439.0
4116,750300121,750052037,2016,84.61,38.39,56.15,8.86,35.36,16550.0
4117,750300139,750000655,2016,65.84,31.02,43.69,12.18,38.79,24466.0
4118,750300154,750000671,2016,141.96,46.9,146.4,26.0,92.07,51725.0
4119,750300360,750026569,2016,83.61,70.35,98.2,29.33,81.13000000000001,30303.0
4120,750300410,750000770,2016,38.35,18.0,19.3,4.3,45.5,5923.0
4121,750300493,750000796,2016,30.9,20.95,39.74,3.97,30.42,4512.0
4122,750300592,750000820,2016,71.06,22.74,29.3,4.19,12.72,8454.0
4123,750300667,750000838,2016,25.79,12.09,13.19,6.17,69.49,3092.0
4124,750300766,750056145,2016,64.13,31.63,65.32,9.8,63.94,14918.0
4125,750300774,750000895,2016,58.41,26.28,53.73,7.81,32.76,12439.0
4126,750300840,750000903,2016,120.63,19.78,33.120000000000005,3.0,83.86,11894.0
4127,750300857,750000911,2016,25.79,7.0,17.0,1.0,12.0,2275.0
4128,750300881,750000937,2016,60.99999999999999,30.7,40.01,5.27,24.9,15009.0
4129,750300915,750000960,2016,92.54,48.77,80.77,26.0,39.0,28571.0
4130,750300931,750000978,2016,41.35,14.04,14.03,2.97,31.69,3735.0
4131,750301137,750001034,2016,77.73,92.12,76.6,20.1,62.55,15482.0
4132,750301145,750001042,2016,89.47999999999999,39.6,56.47,9.0,38.9,18670.0
4133,750301160,750001067,2016,46.19,19.55,43.46,6.4,35.64,6288.0
4134,750801441,750712184,2016,45.12,46.99,162.99,102.86,502.21,8653.0
4135,750803447,750712184,2016,583.55,529.48,1059.86,534.29,809.12,129455.0
4136,750803454,750712184,2016,421.65,331.34,803.32,390.29,730.87,385103.0
4137,760000018,760780023,2016,177.78,157.91,424.76,170.76000000000002,447.48,203465.0
4138,760000141,760780239,2016,24.75,24.83,110.5,48.74,239.56,57088.0
4140,760000166,760780247,2016,104.4,105.56,162.57,151.48,111.75,68603.0
4141,760000182,760780262,2016,35.78,29.49,41.94,21.06,195.86,66407.0
4142,760000364,760780734,2016,45.11,63.82,127.03,106.32,171.05,84868.0
4143,760000372,760780742,2016,36.36,45.61,77.59,64.13,108.02,56112.0
4144,760000463,760024042,2016,182.85,182.79,375.12,221.78,398.96,198432.0
4145,760021329,760000448,2016,110.92,62.28,232.99,32.79,152.45,94170.0
4146,760025312,760000315,2016,133.33,51.73,164.06,29.06,201.67,36099.0
4147,760027292,760027300,2016,48.81,14.95,45.88,4.359999999999999,59.60000000000001,9789.0
4148,760780205,760000125,2016,33.7,5.93,23.13,5.75,17.45,3788.0
4149,760780510,760000257,2016,62.29,40.46,99.79,18.12,105.2,33982.0
4150,760780619,760000307,2016,65.43,37.0,155.18,29.17,148.21,27342.0
4151,760780783,760000406,2016,20.68,12.38,19.35,,14.87,4659.0
4152,760780791,760000414,2016,65.34,42.73,98.54,33.08,100.76,43141.0
4153,760780825,760000430,2016,12.59,13.29,24.94,8.8,29.92,5084.0
4154,760783522,760780239,2016,81.71000000000001,60.08,251.36,209.6,380.67,101842.0
4155,760805770,760780726,2016,323.36,271.77,867.2199999999999,597.71,840.02,399544.0
4156,760921809,760000273,2016,89.84,46.75,150.0,18.3,138.05,81141.0
4157,770000131,770110013,2016,101.92,121.78,285.71000000000004,166.72,329.81,122190.0
4158,770000149,770110021,2016,104.13,115.27,246.2,142.01,276.13,144049.0
4159,770000156,770110054,2016,253.49,217.91,503.0,244.93,598.38,164391.0
4160,770000164,770110062,2016,81.4,76.94,204.52,107.64,285.94,119499.0
4161,770000172,770110070,2016,96.42,118.77,231.58,139.6,317.04999999999995,109469.0
4162,770000180,770130011,2016,6.6,9.8,14.78,8.7,40.120000000000005,288.0
4163,770000214,770130052,2016,54.23,71.19,183.19,87.5,234.98,46196.0
4164,770000446,770700185,2016,293.4,225.47,640.65,339.88,656.47,326428.0
4165,770019032,770170017,2016,303.86,185.92,593.47,310.75,618.01,238610.0
4167,770300010,770004299,2016,44.09,32.3,77.38,7.5,77.55,35168.0
4168,770300135,770000289,2016,37.72,28.87,56.58,7.91,56.83,33225.0
4169,770300143,770000362,2016,31.33,42.47,66.83,20.94,47.2,12498.0
4170,770300275,770000289,2016,46.95,14.81,34.23,2.9,45.25,9997.0
4172,770790707,770000719,2016,41.6,25.28,62.2,10.58,73.12,38563.0
4173,770813400,770001014,2016,34.34,18.79,49.9,5.38,40.11,12013.0
4174,780000287,780110011,2016,187.61,166.57,507.27,277.81,517.03,175970.0
4175,780000295,780002697,2016,92.22,106.85,179.79,175.2,231.6,109522.0
4176,780000303,780110037,2016,22.77,38.57,73.67,82.27,224.54,2704.0
4177,780000311,780001236,2016,279.87,232.5,659.66,263.35,836.9200000000001,358374.0
4178,780000329,780110052,2016,122.69,130.94,241.14,120.41,284.36,188102.0
4179,780000337,780001236,2016,111.31,108.41,202.84,229.65,253.77,191869.0
4181,780018727,780018719,2016,47.44,27.21,42.06,4.5,50.76,18936.0
4183,780150066,780808614,2016,33.32,31.22,85.88,43.77,165.01000000000002,4138.0
4184,780300075,780000485,2016,24.73,15.0,50.2,51.93,48.2,3821.0
4185,780300125,780000535,2016,29.34,19.5,41.8,3.0,57.4,9632.0
4186,780300208,780000576,2016,39.0,24.48,45.580000000000005,7.42,60.89,11471.0
4187,780300323,780003679,2016,78.25999999999999,28.72,70.53999999999999,12.82,63.57,34724.0
4188,780300406,780018032,2016,105.83,43.32,142.16,25.27,105.63,32796.0
4189,780300414,780000675,2016,65.78999999999999,48.1,123.3,40.7,92.27,57230.0
4190,780300422,780002259,2016,90.97,54.62,187.72000000000003,43.24,151.68,97272.0
4191,780300455,780000717,2016,37.07,52.65,43.54,33.47,49.56,28243.0
4192,780800256,780110078,2016,446.01,339.45,721.4399999999999,399.98,759.19,357371.0
4193,790000087,790000012,2016,333.18,309.31,917.87,474.38,891.53,363543.0
4197,790009948,790001242,2016,57.69,46.56,107.53,13.29,116.57,29603.0
4198,800000143,800000028,2016,138.41,147.34,342.27,186.15,384.27,148180.0
4199,800000192,800000044,2016,93.91,180.87,201.13,264.73,299.2,112733.0
4200,800000226,800000069,2016,46.95,43.67,82.79,44.76,144.54999999999998,94277.0
4201,800000390,800000085,2016,36.47,49.83,62.85000000000001,68.32,76.87,55637.0
4202,800000432,800000093,2016,33.33,40.04,80.55,59.83,89.34,71282.0
