,FI,FI_EJ,AN,CLIN_STAFF,ADMIN,NURSES,NONCLI,OTHERCLI,INPATIENT
3497,220000095,220000046,2016,78.61999999999999,91.58,245.16,167.61,368.61,74882.0
3498,220000111,220000376,2016,27.33,12.94,44.61,6.78,27.89,8638.0
3499,220000343,220000079,2016,87.13,93.51,213.33,129.72,297.49,112546.0
3500,220000368,220000103,2016,84.35,115.68,243.51,175.36,310.91,89453.0
3501,220000541,220000152,2016,37.61,53.53,96.53,95.05,147.37,50222.0
3502,220001259,220005045,2016,9.54,35.28,39.25,90.43,78.64,5092.0
3503,220005599,220017842,2016,41.46,17.8,54.4,2.46,32.89,10193.0
3505,230000820,230780041,2016,87.57,106.45,226.13,155.78000000000003,282.63,139733.0
3506,230780082,750005068,2016,17.4,31.2,77.53,78.01,88.5,18221.0
3507,230780157,230000861,2016,21.49,10.96,23.8,4.2,25.2,4061.0
3508,240000190,240000596,2016,51.370000000000005,40.1,114.4,21.0,101.5,31194.0
3509,240000208,240000612,2016,20.31,18.84,43.0,5.5,51.7,7703.0
3510,240000216,240000620,2016,18.62,9.0,24.72,8.2,33.3,6957.0
3511,240000372,240000059,2016,65.96000000000001,83.44,186.75,116.63,253.84,101420.0
3512,240000489,240000117,2016,206.98,216.12,616.86,366.56,873.94,223483.0
3514,240000687,240000448,2016,32.27,57.32,143.07,76.14,194.14,55952.0
3516,250000270,250000643,2016,92.45,48.43,164.84,19.05,164.98000000000002,26386.0
3517,250000700,250000452,2016,95.01,85.77,173.54,156.13,203.8,160485.0
3518,250006954,250000015,2016,843.27,441.44,1478.9,858.3700000000001,1392.6,635367.0
3519,250011848,250017803,2016,58.91,24.53,96.58,31.89,129.55,19309.0
3520,260000013,260000021,2016,289.56,299.73,656.02,388.83,705.24,311627.0
3521,260000120,260016910,2016,108.31,127.95,275.26,189.9,283.89,127464.0
3522,260000138,260000047,2016,160.29,129.25,366.11,225.36,383.94,204776.0
3523,260000146,260000054,2016,45.67,35.55,67.35,54.78,48.76,31621.0
3524,260000203,260016910,2016,20.55,25.12,84.56,75.4,102.78,29958.0
3525,260000260,260000377,2016,35.92,19.78,40.79,5.71,39.5,9155.0
3527,260003017,260000781,2016,65.5,43.62,76.38,14.15,53.61999999999999,16984.0
3528,260006267,70000245,2016,56.48,8.47,48.06,6.79,70.78999999999999,13166.0
3529,270000045,270000060,2016,35.989999999999995,73.1,91.04,54.14,128.07999999999998,76113.0
3530,270000326,270000680,2016,46.52,35.2,83.8,11.5,87.46000000000001,32211.0
3531,270000359,270023724,2016,217.31,245.54,432.76,276.75,500.82,234542.0
3532,270000367,270000086,2016,39.8,55.31,97.0,73.33,153.64,67029.0
3533,270000391,760024042,2016,19.6,29.77,59.1,18.33,103.87,35358.0
3534,270000425,270000102,2016,25.36,44.78,85.78,51.26,149.92,19035.0
3535,270000441,270000110,2016,14.829999999999998,26.08,57.42,37.48,108.91,49061.0
3536,270000458,270023724,2016,57.1,64.79,159.63,83.41999999999999,200.62,82760.0
3537,270000862,270000953,2016,34.04,27.1,42.76,10.88,27.85,7887.0
3538,280000084,280000183,2016,191.62,200.03,492.1,305.54,651.4,224101.0
3540,280000449,750043994,2016,3.88,9.56,22.32,3.13,23.73,1999.0
3541,280000662,280500075,2016,45.03,59.51,118.70000000000002,91.57,182.51,74278.0
3542,280502998,280000589,2016,25.97,34.75,55.01,52.39,75.42,54149.0
3543,280504267,280000134,2016,218.2,181.68,515.84,307.17,661.38,298949.0
3544,280505777,280001199,2016,51.94,26.72,57.45,14.94,43.61,36889.0
3545,290000025,290020700,2016,248.15,261.55,571.41,451.98,543.87,326298.0
3546,290000033,290021542,2016,158.24,181.84,678.9,344.64,506.88,135456.0
3547,290000058,290000017,2016,257.79,287.96,510.62,396.67,521.24,82359.0
3548,290000066,290020700,2016,22.26,20.74,80.94999999999999,39.79,105.03,29948.0
3549,290000140,290000447,2016,62.0,31.81,136.51,19.55,65.81,24385.0
3550,290000173,290000041,2016,58.71,59.48,172.51999999999998,97.84,152.66,45455.0
3551,290000181,290000074,2016,35.09,53.29,84.44,84.0,106.73,65101.0
3552,290000207,290000520,2016,42.54,25.03,81.98,8.27,78.74000000000001,15328.0
3553,290000215,290029974,2016,58.21,20.78,87.30999999999999,16.54,69.82000000000001,13080.0
3554,290000256,290000017,2016,40.14,46.0,117.89,81.72,141.28,11182.0
3555,290000728,750821092,2016,75.21,110.94,178.95000000000002,110.34,187.68,131200.0
3556,290000785,220020739,2016,49.72,62.57,137.03,70.53,178.18000000000004,77136.0
3557,290000934,290000306,2016,40.7,74.95,135.18,119.04,158.6,54113.0
3558,290004142,290022508,2016,38.05,14.13,55.45,10.13,36.13,9672.0
3559,290004324,290000017,2016,440.17,230.63,781.0,534.13,628.73,59015.0
3560,290019777,290022508,2016,88.46000000000001,47.72,170.79999999999998,37.54,181.49,52849.0
3561,290023431,290001049,2016,30.33,16.8,44.43,9.3,33.81,7986.0
3562,300000023,300780046,2016,129.23000000000002,151.98,375.0100000000001,281.58,448.6,150056.0
3563,300000031,300780053,2016,83.89,113.57,181.41,132.51,217.13,98004.0
3564,300780137,920028396,2016,61.39,38.61,81.9,13.39,46.17999999999999,20419.0
3565,300780152,920029527,2016,79.26,37.87,158.67,18.94,136.07999999999998,15593.0
3566,300781465,300000726,2016,66.58,19.03,57.11,11.69,90.96,11400.0
3567,300782117,300780038,2016,720.86,545.32,1180.33,1014.3,1366.99,640680.0
3568,300788502,300788486,2016,93.18,40.3,124.72,17.17,164.6,48799.0
3569,310000310,310780671,2016,61.3,70.2,137.04999999999998,112.59,248.28,61010.0
3570,310009279,310780671,2016,24.040000000000003,15.59,46.46,0.4,62.48,36867.0
3571,310016977,310781406,2016,228.55,117.8,575.24,92.37,682.27,276439.0
3572,310019351,310781406,2016,113.4,61.79,234.06,53.38,172.85,134011.0
3576,310780150,310788799,2016,79.58,41.61,100.15,52.04,97.67,21205.0
3577,310780259,310000096,2016,136.24,68.2,377.47,105.35,267.02,49323.0
3578,310780283,310000112,2016,126.59,64.27,256.31,65.75,300.49,77860.0
3580,310780366,310000153,2016,22.9,13.63,33.88,25.98,70.47999999999999,2492.0
3581,310780382,310000179,2016,83.89,36.17,136.89,13.21,152.99,31920.0
3582,310781000,310788880,2016,119.55,71.29,341.36999999999995,58.760000000000005,235.34,53173.0
3583,310781067,310788898,2016,61.63,86.98,115.38,45.89,180.13,149691.0
3586,310782016,310000617,2016,128.73,17.0,78.6,22.82,43.33,44148.0
3587,310782347,310789136,2016,115.57,180.3,174.72,267.73,142.70999999999998,226276.0
3588,310783048,310781406,2016,620.95,400.72,1279.9699999999998,1021.81,1131.78,517066.0
3589,310783055,310781406,2016,609.88,214.36,1050.2,553.51,971.21,301882.0
3590,320000086,320780117,2016,124.67,133.2,299.7,187.4,494.13000000000005,191996.0
3591,320780067,320000052,2016,29.61,17.94,32.89,5.34,43.67,7638.0
3592,330000332,330780545,2016,34.61,21.4,58.5,18.4,59.5,23925.0
3593,330000340,330780552,2016,127.02,173.8,294.79999999999995,65.52,223.44,183201.0
3594,330000555,330781204,2016,82.99000000000001,71.05,157.05,99.13,245.62,86392.0
3595,330000571,330781220,2016,38.22,69.92,123.79,61.39,140.42,58365.0
3596,330000589,330027509,2016,56.33,79.85,137.62,116.46,146.15,82819.0
3597,330000605,330781253,2016,213.52,274.82,575.8100000000001,387.75,741.64,265021.0
3598,330000613,330781261,2016,11.25,41.4,50.63,35.79,126.69,1495.0
3599,330000662,330781329,2016,124.46,175.11,184.16,275.64,143.69,165392.0
3601,330780081,330000043,2016,89.30999999999999,30.82,177.0,16.0,88.10000000000001,15407.0
3602,330780115,330000076,2016,66.17,31.51,80.77,8.940000000000001,55.54,25538.0
3603,330780206,330000126,2016,30.06,19.02,48.67,7.14,33.88,11030.0
3605,330780263,330000134,2016,79.82000000000001,51.7,96.65,5.66,132.68,50334.0
3606,330780271,330021429,2016,31.09,16.13,34.03,5.0,16.14,8790.0
3608,330780479,330000274,2016,141.67000000000002,97.84,255.48,44.78,317.71000000000004,67805.0
3609,330780495,330796392,2016,41.19,49.98,78.67,9.75,92.77,66551.0
3610,330780503,330000308,2016,82.41999999999999,47.21,130.55,17.3,122.71,23777.0
3611,330780511,330000316,2016,29.26,15.77,33.29,21.01,36.25000000000001,10683.0
3612,330780529,330796392,2016,68.1,61.34,171.38,15.44,94.76,78730.0
3613,330780537,330000324,2016,54.08,26.04,91.77,31.3,109.53,20931.0
3615,330781337,330781196,2016,66.64,44.62,117.7,83.61999999999999,198.74,17554.0
3616,330781352,330781196,2016,209.36,153.43,385.37,240.03,416.66,140175.0
3617,330781360,330781196,2016,1085.65,653.39,2083.8100000000004,1194.92,2262.86,674679.0
3618,330781402,330000670,2016,63.04,22.56,61.54,18.83,64.42999999999999,12034.0
3619,330782582,330000928,2016,78.8,39.5,101.15,15.28,106.23,22515.0
3620,330783648,330781196,2016,495.65,297.1,933.36,927.76,979.38,294201.0
3621,340000033,340780055,2016,213.93,246.91,550.43,400.83,628.75,221831.0
3622,340000207,340780493,2016,112.28,181.04,218.5,214.55,189.9,186215.0
3623,340000223,340011295,2016,93.24,131.61,261.26,208.6,339.95,90823.0
3625,340008275,340780477,2016,23.05,12.59,66.37,7.46,103.07,6288.0
3626,340009885,340009877,2016,77.35,28.25,51.25,7.54,83.8,16224.0
3627,340015502,340000512,2016,130.46,60.53,192.1,7.939999999999999,224.54,42541.0
3628,340015965,340000074,2016,63.98,34.76,142.25,20.130000000000003,156.46,48024.0
3630,340780139,340000090,2016,39.08,20.43,47.44,5.42,40.75,8586.0
3631,340780154,340000116,2016,33.78,17.0,37.9,2.8,25.47,18954.0
3632,340780436,340011295,2016,8.11,4.2,36.01,3.8,72.7,9178.0
3633,340780634,340000272,2016,112.03,42.0,100.6,15.7,101.3,40825.0
3634,340780642,340785856,2016,72.55000000000001,76.44,120.64,56.0,108.41,123824.0
3635,340780667,340000280,2016,132.43,48.59,215.55,18.21,201.77,42616.0
3636,340780675,340000298,2016,89.5,37.51,60.91,9.91,113.84,24061.0
3638,340780741,340000348,2016,54.2,22.79,35.93,7.29,47.78,9734.0
3639,340781608,340015171,2016,10.46,15.88,47.28,10.67,65.00999999999999,1698.0
3640,340782036,340780477,2016,254.15,118.54,486.80000000000007,258.83,401.28,176391.0
3641,340782085,340780477,2016,220.85,125.42,430.05,131.91,310.21,225944.0
3642,340785161,340780477,2016,434.82,228.37,723.15,371.37,690.87,385341.0
3643,340796663,340780477,2016,277.06,128.59,566.02,237.05,563.16,234820.0
3644,350000063,220020739,2016,8.32,9.97,27.1,10.72,49.09,2338.0
3645,350000121,350000303,2016,165.63,85.08,329.88,22.4,229.46,79573.0
3646,350000139,350001137,2016,53.66,74.57,136.49,13.8,206.43,149869.0
3647,350000147,350000022,2016,192.4,186.04,595.6,239.26,618.43,147418.0
3648,350000154,350000030,2016,64.18,85.29,189.00000000000003,118.04,249.54,102603.0
3649,350000162,350000048,2016,54.68,80.99,183.24,69.6,255.25,73124.0
3650,350000188,350000055,2016,46.58,48.41,115.75,88.97,151.09,131267.0
3651,350000196,350000311,2016,68.89999999999999,18.5,57.74,5.82,49.78,12731.0
3652,350000741,350005179,2016,924.31,541.74,1434.06,1372.48,1374.36,527302.0
3653,350002192,220020739,2016,79.17999999999999,46.68,163.64999999999998,35.83,161.42,24013.0
3654,350002812,350023503,2016,65.41,95.09,74.04,129.84,60.56,137293.0
3655,350005021,440042844,2016,29.85,30.65,94.32,43.900000000000006,192.2,6841.0
3656,350005146,350000733,2016,88.94999999999999,43.2,143.4,22.59,129.76,52841.0
3657,350007084,350005179,2016,209.6,142.09,432.96,119.31,539.2,250147.0
3658,360000038,360000046,2016,18.82,43.12,77.57000000000001,53.67,159.69,34249.0
3659,360000129,360000269,2016,31.39,17.19,47.690000000000005,8.649999999999999,61.61000000000001,10953.0
3660,360000137,360000053,2016,156.22,190.8,446.02,204.15,480.33,340217.0
3661,360000160,360000079,2016,21.200000000000003,28.07,80.91,40.59,118.61,46050.0
3662,370000051,370000028,2016,13.240000000000002,9.8,29.6,7.5,17.85,5144.0
3664,370000093,370013468,2016,70.00999999999999,30.1,98.81,6.71,79.27,37951.0
3665,370000499,370000481,2016,123.95,56.71,321.92,55.98,240.61,224406.0
3666,370000531,370000606,2016,58.56,62.59,204.06000000000003,99.89,347.59,34485.0
3667,370000861,370000481,2016,460.89,460.66,902.17,576.8199999999999,1137.36,604207.0
3668,370000879,370000564,2016,42.98,60.83,96.31,67.49000000000001,162.68,57936.0
3669,370000903,370000614,2016,27.62,38.91,68.8,54.0,88.28,81390.0
3670,370004467,370000481,2016,375.88,244.05,725.29,666.3800000000001,672.6800000000001,366584.0
3671,370007569,370007528,2016,119.82,67.07,218.71,35.480000000000004,239.2,59782.0
3672,380000018,380780023,2016,11.24,17.81,23.38,12.55,52.05,4962.0
3673,380000026,380780031,2016,15.16,26.21,36.78,33.3,68.59,23784.0
3674,380000034,380780049,2016,174.87,173.67,333.0,205.11,408.98,204631.0
3675,380000042,380780056,2016,17.73,34.86,65.58,35.03,101.29,29456.0
3676,380000059,380780072,2016,5.33,20.78,22.52,25.49,48.85,2722.0
3677,380000067,380780080,2016,975.7,823.35,1857.51,1249.67,1770.0,713590.0
3679,380000406,380784751,2016,106.76,94.41,201.56,127.16,259.58,108307.0
3680,380012658,380012609,2016,205.79,150.37,310.14,83.59,292.68,91590.0
3682,380780197,380798173,2016,46.32,27.57,52.08,20.09,74.19,12570.0
3684,380782722,380780080,2016,67.42999999999999,67.85,185.59,244.46,300.17,106277.0
3685,380785956,380795211,2016,101.74,37.71,123.35,19.1,85.24000000000001,41261.0
3686,380786442,380798025,2016,162.12,63.94,180.73,42.47,268.92,30075.0
3687,390000040,390780146,2016,125.6,133.76,320.87,128.93,444.29,134801.0
3688,390000065,390780161,2016,32.72,42.67,88.89,59.41,123.51,34015.0
3690,390000222,390780609,2016,107.85,116.91,312.30999999999995,143.06,327.42,160289.0
3691,390780559,390000180,2016,7.67,5.9,15.14,,17.54,2301.0
3692,390780575,250017803,2016,21.46,10.09,36.83,5.23,29.89,7356.0
3693,400000105,400780193,2016,183.59,174.25,415.86,372.51,418.59,209738.0
3694,400000139,400011177,2016,192.93,217.96,453.28,337.37,514.36,222901.0
3695,400780359,400000204,2016,38.32,16.62,48.12,5.7,46.95,10037.0
3696,400782769,400001764,2016,22.02,19.7,49.8,5.55,66.91,11283.0
3697,410000020,410000087,2016,225.11,210.19,573.04,358.55,728.9399999999999,222456.0
3698,410000038,410000095,2016,32.71,56.58,90.05,72.21,129.76,27894.0
3699,410000046,410000103,2016,47.08,73.43,207.21,105.08,229.27,82550.0
3700,410000202,410000319,2016,74.11999999999999,43.59,156.13,21.86,114.79,51322.0
3701,410004998,410000871,2016,34.47,16.5,42.43,3.61,58.63,7768.0
3702,420000010,420780033,2016,213.4,194.87,530.48,331.87,534.49,289449.0
3703,420000226,420013831,2016,94.55,132.86,251.05,138.76,219.04,94768.0
3704,420000234,420780652,2016,110.26,101.7,240.03,132.71,324.91,112839.0
3705,420000267,420013831,2016,45.21,20.99,94.5,33.02,104.68,54258.0
3706,420010050,420787061,2016,64.05,64.63,199.11,13.89,87.78,89359.0
3707,420010241,420013492,2016,47.42,59.36,91.8,102.36,82.44,160370.0
3708,420011413,420011405,2016,188.5,54.53,231.97,24.98,152.19,58795.0
3709,420780504,420000135,2016,60.48,37.99,86.86,7.67,58.01,33815.0
3710,420780637,420002495,2016,42.93000000000001,110.4,199.39,149.71,249.97,30848.0
3711,420782310,420000853,2016,62.79,31.09,98.98,11.28,87.16000000000001,38275.0
3712,420782567,420784878,2016,26.47,13.97,116.68,16.93,128.74,5894.0
3713,420785354,420784878,2016,688.97,333.28,1591.55,428.93,1071.38,724382.0
3714,430000109,430000372,2016,18.6,9.61,29.16,3.69,28.17,6623.0
3715,430000117,430000018,2016,158.47,165.69,429.43,194.81,485.24,216994.0
3716,430000190,430000034,2016,38.72,34.28,94.43,41.69,125.13,37044.0
3717,440000016,440000057,2016,228.84,246.24,535.64,414.36,635.25,310225.0
3718,440000271,440000289,2016,836.02,594.13,1716.93,1060.12,1491.47,767751.0
3719,440000396,440000297,2016,40.02,51.5,102.69,66.25,144.85,48058.0
3720,440000404,440000925,2016,19.34,14.54,36.65,1.0,27.59,6639.0
3721,440000412,440000941,2016,71.22,30.31,96.8,27.69,141.88,13527.0
3722,440000453,440000289,2016,21.4,11.56,51.44,11.12,90.18,7455.0
3725,440001113,490017258,2016,96.48,134.68,133.77,195.59,95.82,191802.0
3726,440001253,440028538,2016,6.880000000000001,27.97,44.7,24.31,100.07,1659.0
3727,440001287,440041531,2016,6.3,14.08,24.78,27.57,51.02,1994.0
3728,440002020,440001386,2016,59.24,25.72,74.74000000000001,27.290000000000003,71.89000000000001,17642.0
3729,440017598,440000289,2016,260.23,107.25,602.64,239.66,517.15,164934.0
3731,440029338,440053411,2016,42.28,71.8,105.2,20.2,189.3,169236.0
3732,440029379,440000974,2016,73.62,36.67,106.7,14.0,108.7,30338.0
3733,440033819,440006344,2016,87.7,62.5,133.5,62.7,278.98,29913.0
3734,440041580,440041572,2016,146.07,87.76,247.43,44.870000000000005,207.47,70825.0
3736,450000047,450000096,2016,41.0,53.1,90.43,62.52,125.05,56028.0
3737,450000062,450000104,2016,142.11,181.05,434.14,229.89,549.4,171320.0
3738,450000070,450000112,2016,33.12,46.17,74.65,57.54,116.16,50484.0
3740,450000245,450000542,2016,62.14,28.14,78.66000000000001,24.55,87.44000000000001,16619.0
3742,450002613,450000088,2016,499.24,462.58,1277.56,834.47,1370.36,981526.0
3743,450010079,450000195,2016,87.15,37.01,131.57,21.44,94.97,35695.0
3744,450012968,450001474,2016,21.9,14.92,27.03,3.46,39.59,5582.0
3745,460000045,460780083,2016,31.82,32.84,92.37,47.23,91.70000000000002,79260.0
3747,460000102,460780208,2016,16.22,29.23,67.28,38.65,88.98,47769.0
3748,460000110,460780216,2016,146.07,131.75,308.03,150.38,318.23,182906.0
3749,470000027,470014069,2016,91.29,69.59,200.38,43.03,225.9,48052.0
3750,470000423,470016171,2016,160.85,162.16,394.79,213.5,450.78,60861.0
3751,470000431,470000324,2016,69.4,80.25,165.42,147.32,239.27,76563.0
3752,470000480,470001660,2016,53.64,81.0,172.55,107.89,224.82,77115.0
3754,480000017,480780097,2016,66.0,77.54,166.20000000000002,77.38,205.86,80955.0
3755,490000049,490000031,2016,745.47,532.74,1571.94,978.36,1658.5700000000002,924882.0
3756,490000155,490017258,2016,78.75999999999999,83.0,102.08,125.41,84.58,145914.0
3757,490000262,490000171,2016,58.12,22.06,83.88,12.18,69.49,15504.0
3758,490000635,490000676,2016,203.41,216.93,628.28,305.67,573.5899999999999,376412.0
3759,490001765,490528452,2016,104.24,115.89,232.43,155.44,222.72,114165.0
3760,490002037,490000890,2016,56.06,48.87,138.59,16.4,180.04999999999998,26746.0
3761,490007929,490000627,2016,27.3,21.38,51.75,2.0,36.2,11536.0
3762,490014909,490008109,2016,143.87,56.59,195.76,48.64,260.47,59833.0
3763,490015906,490000197,2016,62.19,36.6,62.94,8.5,89.5,10867.0
3764,500000021,500000054,2016,109.37,133.86,247.7,166.45,295.89,88037.0
3765,500000146,500000500,2016,56.2,35.73,75.24000000000001,9.62,60.52,16005.0
3766,500000187,500000013,2016,201.41,213.33,492.47,345.27,589.1899999999999,232496.0
3767,500000203,500000542,2016,27.200000000000003,19.67,32.85,12.77,32.56,6438.0
3768,500000260,500000054,2016,37.47,24.48,99.96,42.53,137.43,17304.0
3770,500000427,500000096,2016,8.81,17.98,41.4,38.93,51.440000000000005,22156.0
3771,500000450,500000112,2016,157.47,164.38,375.33,193.99,411.7000000000001,152082.0
3772,500000468,500000013,2016,17.4,20.34,88.77,43.45,140.96,45887.0
3773,500000591,500000393,2016,21.75,51.65,105.79,57.92,193.91,17467.0
3774,500002357,500002233,2016,43.2,18.79,52.0,13.35,34.8,10524.0
3776,510000185,510000532,2016,151.51,71.94,245.96,46.92,217.55,61288.0
3779,510000235,510000060,2016,74.28,80.98,157.37,161.23000000000002,173.92000000000002,126921.0
3780,510000243,510000573,2016,30.68,16.37,33.33,10.8,37.0,7039.0
3781,510000250,510000078,2016,36.6,49.16,97.34,71.2,114.14,72449.0
3782,510000516,510000136,2016,31.4,91.13,88.1,88.8,79.52,119184.0
3783,510002447,510000029,2016,413.96,306.39,727.44,770.33,626.52,256261.0
3784,510002470,510000029,2016,52.84,12.0,72.00999999999999,25.58,57.71,80953.0
3785,510004302,510000029,2016,295.18,294.27,618.84,199.33,519.61,270872.0
3787,520000027,520780032,2016,67.5,118.4,183.04,142.87,234.95,87837.0
3789,520000068,520780073,2016,85.11,106.42,209.13,118.33,204.42,123876.0
3793,530000017,530000025,2016,74.11,76.91,191.51,96.34,195.84,84214.0
3794,530000173,530000074,2016,78.91,123.21,307.48,172.66000000000005,303.82,96133.0
3795,530000264,530000371,2016,157.64999999999998,227.41,559.0,343.33000000000004,590.28,212174.0
3796,530031962,530000975,2016,47.64,25.09,86.51,10.47,59.17,16764.0
3797,540000015,540023264,2016,95.77,88.8,165.94,61.49,234.34,111808.0
3798,540000023,540000049,2016,54.69,44.54,115.4,44.85,110.49,74886.0
3799,540000155,540000080,2016,72.03,66.3,137.73000000000002,91.77,154.59,74471.0
3801,540000296,540000106,2016,11.25,29.44,64.55000000000001,25.130000000000003,86.69,36541.0
3802,540000361,540003928,2016,37.24,19.94,28.17,4.82,25.31,8023.0
3803,540000445,540000890,2016,33.48,12.35,58.11,9.05,39.43,8798.0
3804,540000452,540000908,2016,45.5,26.61,46.760000000000005,7.76,48.72,14555.0
3805,540000478,540003449,2016,143.3,50.94,211.27,38.77,172.21,48743.0
3807,540001070,540000767,2016,64.39,86.67,204.21,143.34,212.17,140853.0
3808,540001096,570010181,2016,52.67,84.09,176.19,61.89,246.39,108239.0
3809,540001138,540023264,2016,282.83,412.73,663.15,560.59,741.3,316491.0
3810,540001286,540003019,2016,56.68,114.86,135.14,150.76999999999998,110.03,149935.0
3811,540002698,540023264,2016,621.71,441.19,1293.73,921.98,1199.74,611725.0
3812,540013224,540000536,2016,61.89,23.87,50.59,9.14,100.35,10026.0
3813,550000012,550006795,2016,138.69,188.88,365.71,239.48,327.08,206274.0
3814,550000038,550000046,2016,7.42,13.05,21.86,32.52,47.42,22875.0
3815,550000178,550000293,2016,33.77,22.21,45.06,11.78,44.6,9536.0
3816,550000434,550003354,2016,74.89,78.07,193.14,141.82999999999998,236.03,82216.0
3817,560000127,560023210,2016,272.25,285.67,694.8999999999999,328.04,846.4599999999999,381282.0
3819,560000143,560014748,2016,95.92,140.33,296.69,202.22,371.29,58164.0
3820,560000184,560006017,2016,22.06,28.0,65.58,30.86,86.01,7416.0
3821,560000192,560000044,2016,43.9,74.85,166.4,103.01,195.27,136562.0
3822,560000200,560023210,2016,24.7,28.29,95.39,19.62,140.77,26658.0
3825,560007510,560001307,2016,28.31,13.39,36.34,12.04,15.95,10501.0
3826,560008799,560013989,2016,144.01,58.98,240.79,19.03,239.1,40770.0
3827,570000059,570025254,2016,92.83,92.07,254.55,92.03,225.06,150565.0
3828,570000083,570000729,2016,36.41,29.6,61.95,14.1,54.05,10666.0
3829,570000117,570015099,2016,60.56,65.41,179.46,81.7,150.26999999999998,100718.0
3830,570000216,570010181,2016,89.15,84.89,216.55,71.41,183.76,142676.0
3831,570000281,570005165,2016,20.9,15.58,82.86,26.22,84.35000000000001,17649.0
3832,570000349,570005165,2016,204.93,182.55,609.68,297.56,518.78,302280.0
3833,570000356,570000919,2016,25.75,21.9,55.47,10.19,40.1,10328.0
3834,570000364,570011569,2016,38.41,16.49,44.06,3.29,33.16,9931.0
3835,570000562,570011353,2016,8.14,12.15,35.29,16.03,75.63,1468.0
3836,570000596,750821092,2016,54.71,134.0,131.81,106.0,159.7,88878.0
3837,570000646,570001115,2016,105.43,46.29,238.89,17.950000000000003,151.84,62158.0
3838,570000901,570000158,2016,107.0,104.4,290.55,109.45,266.64,141491.0
3839,570000950,570000398,2016,11.86,17.38,25.65,19.36,21.87,3665.0
3840,570001057,570023630,2016,41.49,51.14,175.20000000000002,39.08,188.87,61656.0
3841,570001099,570023630,2016,13.88,84.48,104.46,11.0,70.52,10252.0
3842,570003079,570010181,2016,11.4,20.5,56.35,7.15,129.79,2555.0
3843,570009670,570000307,2016,6.220000000000001,18.52,29.47,5.7,59.0,643.0
3844,570026252,570023630,2016,72.49000000000001,105.16,356.9,77.23,187.8,134175.0
3845,570026682,570005165,2016,370.31,436.91,883.24,541.35,654.73,518231.0
3846,580780138,580000024,2016,41.21,33.75,66.06,19.6,34.620000000000005,21823.0
3847,580780195,580005148,2016,22.76,22.04,24.92,35.14,31.94,4880.0
3848,580972669,580780070,2016,17.5,19.94,34.57,27.36,50.63,41509.0
3850,580972685,580780096,2016,28.33,50.35,102.25,73.27,110.1,41739.0
3851,580972693,580780039,2016,159.21,203.54,460.69,266.84000000000003,427.26,195536.0
3852,590000014,590780052,2016,18.38,29.53,113.26,52.58,96.04,21140.0
3853,590000121,590780227,2016,130.61,118.24,304.26,170.82,346.84000000000003,165998.0
3854,590000188,590780334,2016,87.71000000000001,142.97,221.94,225.85,102.69,205370.0
3855,590000337,590781415,2016,208.24,207.5,568.7,331.71,440.54,229170.0
3856,590000428,590781605,2016,130.85,147.97,432.53,188.74,363.95,167009.0
3857,590000436,590781621,2016,24.91,27.07,67.16,35.96,81.22999999999999,72328.0
3858,590000469,590781662,2016,53.46,46.35,124.17,53.18,163.04,28171.0
3859,590000477,590781670,2016,19.3,37.36,77.74,52.9,153.14,31390.0
3860,590000527,590781795,2016,13.25,30.02,68.12,50.83,97.15,2163.0
3861,590000535,590781803,2016,118.43,164.21,490.03,180.38,460.18,191766.0
3862,590000592,590782165,2016,90.06,108.65,251.29,136.13,330.81,157903.0
3863,590000600,590782207,2016,26.72,36.31,133.63,43.86,149.2,9358.0
3864,590000618,590782215,2016,464.22,389.07,975.75,582.58,1021.78,465287.0
3865,590000691,590782439,2016,13.49,37.43,50.46,54.94,66.05,48156.0
3866,590000758,590782637,2016,116.78,123.61,234.88,146.32,261.65,204964.0
3868,590000774,590782652,2016,33.4,47.34,101.51999999999998,48.870000000000005,114.34,86984.0
3869,590001004,590783239,2016,226.6,229.11,649.1,302.97,619.25,259142.0
3870,590001749,590788956,2016,20.23,51.85,82.63,57.68,123.07999999999998,39062.0
3871,590006607,590780193,2016,223.72,119.16,466.62,294.26,605.88,308794.0
3872,590006896,590000519,2016,14.87,24.08,26.18,20.55,23.4,6729.0
3873,590008041,590008033,2016,80.2,49.37,172.07000000000002,17.89,106.56,43260.0
3875,590052056,590051801,2016,36.08,35.28,78.47,8.74,79.58,30697.0
3876,590780250,590053955,2016,36.51,19.4,71.7,2.9,28.4,22914.0
3877,590780268,590053955,2016,161.32999999999998,31.7,304.1,81.5,178.15,73273.0
3878,590780284,590051801,2016,187.29,210.15,303.83,179.06,248.31,134400.0
3879,590780383,590000204,2016,174.24,49.8,229.0,26.1,115.4,71973.0
3880,590781571,590000402,2016,15.41,8.5,26.1,4.0600000000000005,9.0,3714.0
3881,590781951,590053955,2016,32.95,15.1,93.2,9.5,68.4,8422.0
3882,590782298,590000675,2016,60.31999999999999,28.83,106.83,19.08,108.61,17009.0
3884,590782553,590000741,2016,111.2,31.3,120.3,18.9,118.0,26380.0
3885,590784864,590780193,2016,85.45,43.77,152.94,69.98,144.81,76917.0
3886,590785374,620001834,2016,16.75,28.85,47.28,8.29,64.26,18289.0
3887,590787586,590780193,2016,135.22,81.34,391.43,158.59,344.71000000000004,91992.0
3888,590788964,590001756,2016,20.22,13.03,37.66,11.0,37.8,11651.0
