,Unnamed: 0,FI,FI_EJ,AN,CLIN_STAFF,ADMIN,NURSES,NONCLI,OTHERCLI,INPATIENT
856,5367,910300029,910000355,2017,4.23,16.44,22.67,3.36,54.31,1172.0
857,5368,910300144,910000447,2017,71.03,37.98,108.18,14.19,122.38,60768.0
858,5369,910300177,910000462,2017,52.46,51.97,76.03999999999999,10.75,67.18,17235.0
859,5370,910300219,910003888,2017,143.68,105.22,315.41,53.16,178.9,55123.0
860,5371,910300300,910000538,2017,30.16,39.5,62.2,12.9,72.5,20469.0
861,5373,910803543,910017615,2017,86.17999999999999,57.96,194.22,20.86,157.22,71742.0
862,5374,910805357,910001643,2017,47.16,23.08,35.989999999999995,5.22,42.46,12412.0
863,5375,920000460,750813321,2017,88.8,132.01,149.75,209.39,82.94,159845.0
864,5376,920000569,920026374,2017,24.01,14.05,49.440000000000005,11.3,107.13,16390.0
865,5377,920000577,920110020,2017,112.52,142.23,222.82,139.09,370.24,124479.0
866,5378,920000585,920026374,2017,91.37,82.94,146.37,97.31,225.4,106507.0
867,5379,920000619,920009909,2017,81.03999999999999,76.69,145.16,83.49000000000001,325.08,129260.0
868,5380,920000627,920009909,2017,20.9,33.93,61.370000000000005,21.48,113.79,7914.0
869,5382,920000643,920150034,2017,90.5,81.15,141.04,30.15,171.28,160434.0
870,5383,920000650,920150059,2017,354.97,361.89,646.73,279.16,443.7,627023.0
871,5384,920000684,920150091,2017,93.86,142.24,291.11,128.03,239.77,57465.0
872,5385,920100013,750712184,2017,299.25,210.43,522.14,318.21000000000004,522.7900000000001,333153.0
873,5386,920100021,750712184,2017,285.14,211.82,566.26,237.99,602.72,555558.0
874,5387,920100039,750712184,2017,306.31,234.49,621.1899999999999,317.72,681.78,184217.0
875,5388,920100047,750712184,2017,270.91,168.5,534.07,218.23,581.03,182873.0
876,5389,920100054,750712184,2017,189.64,221.46,359.73999999999995,220.68,565.22,125260.0
877,5391,920120011,750821092,2017,172.4,205.12,392.05,200.0,356.32,184548.0
878,5392,920300043,920001526,2017,205.96,133.81,311.49999999999994,43.42,331.47,141155.0
879,5393,920300191,920000767,2017,64.88999999999999,18.0,28.52,5.1,12.54,9843.0
880,5394,920300365,920815388,2017,54.77,18.5,31.5,4.8,32.0,10738.0
881,5395,920300415,920000890,2017,58.42,24.84,59.73,14.62,63.43,28305.0
882,5396,920300597,920000940,2017,78.54,38.72,58.68,9.11,74.74,28972.0
883,5397,920300753,920810736,2017,144.18,53.0,130.2,39.05,136.0,25126.0
884,5398,920300761,920000973,2017,124.31,12.89,44.13,11.4,57.93,22032.0
885,5399,920300787,920000981,2017,220.47000000000003,308.3,232.4,307.13,119.88,25429.0
886,5401,920300845,780020715,2017,7.4,11.31,32.22,5.19,45.69,636.0
887,5402,920300936,920006848,2017,57.22,28.42,42.35,7.76,40.34,6166.0
888,5403,930000286,930021480,2017,257.68,243.21,445.15,303.0,484.35,284533.0
889,5404,930000302,930110036,2017,205.64,170.47,390.71,162.65,487.08,227009.0
890,5405,930000328,930110051,2017,282.26,224.85,456.92,334.95,657.72,285812.0
891,5406,930000336,930110069,2017,364.63,282.98,604.5400000000001,344.67,739.7800000000001,106745.0
892,5407,930100011,750712184,2017,48.56999999999999,47.87,154.68,102.98,442.83,8657.0
893,5408,930100037,750712184,2017,374.66,376.28,624.67,349.25,712.45,337382.0
894,5409,930100045,750712184,2017,205.88,160.08,346.28,189.22000000000003,401.98,263008.0
895,5411,930300025,930000393,2017,72.46000000000001,67.85,122.95,47.56999999999999,77.27,69422.0
896,5412,930300066,930000401,2017,75.7,57.17,105.38,11.84,68.58,74006.0
